product_id,product_name,category,brand,unit_price,stock_quantity
P00854,Dyson Develop Toys-343,Toys,Dyson,66.68,3066
P00855,Philips Home Groc-260,Groceries,Philips,747.82,3553
P00856,Reebok Traditional Home-991,Home & Kitchen,Reebok,285.13,1341
P00857,Nestle Go Clot-426,Clothing,Nestle,813.3,1465
P00858,Zara Movie Spor-817,Sports,Zara,37.71,1588
P00859,Samsung Much Groc-220,Groceries,Samsung,1117.69,3916
P00860,Sony Bank Toys-858,Toys,Sony,48.15,3738
P00861,Samsung Town Home-787,Home & Kitchen,Samsung,1250.99,1250
P00862,Apple Assume Beau-722,Beauty,Apple,293.97,1153
P00863,Dyson Movement Spor-576,Sports,Dyson,1337.29,3945
P00864,Lego Something Book-603,Books,Lego,716.39,2219
P00865,Lego Seek Toys-986,Toys,Lego,820.2,1675
P00866,L'Oreal Center Home-219,Home & Kitchen,L'Oreal,1451.57,2404
P00867,IKEA Record Beau-528,Beauty,IKEA,976.05,4600
P00868,Philips Claim Elec-598,Electronics,Philips,664.74,3901
P00869,Lego Likely Beau-912,Beauty,Lego,520.04,2775
P00870,Apple Leg Groc-480,Groceries,Apple,594.73,2451
P00871,Nike Stand Book-894,Books,Nike,1044.81,1470
P00872,IKEA Girl Beau-559,Beauty,IKEA,853.88,2173
P00873,Apple First Toys-797,Toys,Apple,195.51,4583
P00874,Nike Likely Book-508,Books,Nike,522.07,1503
P00875,Philips Special Groc-312,Groceries,Philips,492.72,708
P00876,Nestle Think Groc-643,Groceries,Nestle,592.98,2126
P00877,L'Oreal Live Clot-391,Clothing,L'Oreal,841.88,3919
P00878,Nestle Product Groc-407,Groceries,Nestle,670.18,3338
P00879,Zara Model Spor-556,Sports,Zara,990.1,633
P00880,Adidas World Elec-168,Electronics,Adidas,788.18,3594
P00881,Nestle Mind Home-598,Home & Kitchen,Nestle,1311.13,3425
P00882,H&M Expert Elec-519,Electronics,H&M,1002.7,4141
P00883,Nestle Hotel Toys-783,Toys,Nestle,1073.27,2316
P00884,Samsung Paper Home-438,Home & Kitchen,Samsung,1030.63,249
P00885,Nestle Tv Book-647,Books,Nestle,1452.01,3304
P00886,IKEA Couple Home-942,Home & Kitchen,IKEA,109.15,1714
P00887,Reebok Hope Beau-516,Beauty,Reebok,499.03,4352
P00888,H&M Federal Toys-425,Toys,H&M,1158.98,2835
P00889,Nike Until Spor-235,Sports,Nike,100.19,587
P00890,Sony Section Spor-633,Sports,Sony,192.4,4110
P00891,Zara Buy Groc-148,Groceries,Zara,799.8,3523
P00892,Penguin Card Toys-906,Toys,Penguin,166.52,2076
P00893,H&M Director Toys-519,Toys,H&M,1212.61,839
P00894,Samsung My Groc-919,Groceries,Samsung,1150.54,2866
P00895,Zara Line Spor-524,Sports,Zara,697.34,876
P00896,Penguin Choose Book-808,Books,Penguin,1301.25,1507
P00897,L'Oreal Today Toys-179,Toys,L'Oreal,1108.25,2154
P00898,Philips Fight Toys-483,Toys,Philips,505.59,4924
P00899,Sony Since Book-597,Books,Sony,844.04,1602
P00900,Nike Peace Book-488,Books,Nike,816.77,1143
P00901,H&M Task Elec-284,Electronics,H&M,242.86,3793
P00902,Nike Talk Clot-319,Clothing,Nike,980.49,4099
P00903,Samsung Energy Elec-246,Electronics,Samsung,127.97,2277
P00904,Samsung Meeting Elec-837,Electronics,Samsung,1148.34,4371
P00905,Nestle Pick Beau-802,Beauty,Nestle,475.98,2726
P00906,Nestle Many Book-800,Books,Nestle,731.39,2376
P00907,IKEA Power Spor-673,Sports,IKEA,274.8,4967
P00908,Adidas American Clot-230,Clothing,Adidas,1491.39,543
P00909,Lego Adult Spor-499,Sports,Lego,872.31,2151
P00910,Penguin Minute Spor-701,Sports,Penguin,771.87,81
P00911,Lego Assume Beau-714,Beauty,Lego,776.33,4073
P00912,IKEA See Spor-691,Sports,IKEA,1470.83,3712
P00913,Apple Feel Book-379,Books,Apple,1136.63,3497
P00914,Nestle Two Home-209,Home & Kitchen,Nestle,1351.55,1552
P00915,Samsung Give Groc-740,Groceries,Samsung,219.73,2448
P00916,H&M Walk Toys-724,Toys,H&M,790.2,2848
P00917,Zara Himself Elec-162,Electronics,Zara,572.5,230
P00918,Nestle Plan Beau-637,Beauty,Nestle,301.65,447
P00919,IKEA Feel Toys-964,Toys,IKEA,641.39,3321
P00920,Apple Officer Book-644,Books,Apple,1383.38,4835
P00921,IKEA There Groc-374,Groceries,IKEA,405.52,2461
P00922,Philips Force Toys-348,Toys,Philips,127.74,4341
P00923,Reebok Outside Beau-243,Beauty,Reebok,1032.55,351
P00924,Nestle Rise Home-413,Home & Kitchen,Nestle,880.92,4645
P00925,Zara Since Elec-628,Electronics,Zara,142.6,655
P00926,IKEA Keep Home-138,Home & Kitchen,IKEA,276.59,606
P00927,Dyson Main Book-198,Books,Dyson,1481.63,4159
P00928,Nike War Book-315,Books,Nike,578.0,2284
P00929,Penguin Evidence Elec-397,Electronics,Penguin,1261.11,3176
P00930,IKEA Win Book-335,Books,IKEA,735.38,10
P00931,Nestle Serve Groc-587,Groceries,Nestle,560.81,441
P00932,Adidas Through Elec-280,Electronics,Adidas,241.83,3530
P00933,Nestle Walk Elec-347,Electronics,Nestle,433.96,3803
P00934,Adidas Born Beau-264,Beauty,Adidas,642.09,2101
P00935,Lego Least Beau-378,Beauty,Lego,1494.82,1795
P00936,Reebok Last Clot-163,Clothing,Reebok,1226.47,1710
P00937,Adidas Cause Home-337,Home & Kitchen,Adidas,819.4,2899
P00938,Adidas Decade Beau-557,Beauty,Adidas,1074.29,3941
P00939,Samsung Resource Spor-864,Sports,Samsung,536.5,2808
P00940,Nike Organization Home-735,Home & Kitchen,Nike,637.12,2274
P00941,Zara Growth Book-727,Books,Zara,632.24,1216
P00942,L'Oreal Story Home-310,Home & Kitchen,L'Oreal,144.29,1115
P00943,IKEA Know Clot-464,Clothing,IKEA,1429.2,2995
P00944,Sony Reason Spor-731,Sports,Sony,256.75,1687
P00945,Nestle Through Elec-656,Electronics,Nestle,183.62,909
P00946,Philips Middle Home-894,Home & Kitchen,Philips,1153.69,3828
P00947,Dyson Buy Elec-522,Electronics,Dyson,678.54,479
P00948,Nestle Class Groc-951,Groceries,Nestle,931.56,1527
P00949,L'Oreal Girl Beau-829,Beauty,L'Oreal,1228.08,2461
P00950,Penguin Himself Groc-769,Groceries,Penguin,905.71,3588
P00951,Nike Peace Clot-336,Clothing,Nike,1260.27,3062
P00952,Reebok Do Toys-639,Toys,Reebok,1251.56,1727
P00953,Dyson Gun Clot-142,Clothing,Dyson,200.11,1288
P00954,Reebok Week Toys-402,Toys,Reebok,479.34,3516
P00955,Zara All Spor-386,Sports,Zara,1449.76,4328
P00956,Penguin Wonder Beau-625,Beauty,Penguin,324.51,815
P00957,Reebok Concern Elec-686,Electronics,Reebok,26.76,2836
P00958,Apple Standard Book-829,Books,Apple,716.96,3096
P00959,Dyson Little Spor-291,Sports,Dyson,1044.1,3879
P00960,Samsung Lawyer Book-958,Books,Samsung,285.03,581
P00961,Lego Likely Home-413,Home & Kitchen,Lego,280.46,54
P00962,Adidas Everyone Home-662,Home & Kitchen,Adidas,1172.95,1330
P00963,Nestle Probably Elec-355,Electronics,Nestle,654.87,3392
P00964,Zara Similar Beau-605,Beauty,Zara,67.57,2563
P00965,Sony Strong Elec-851,Electronics,Sony,1026.48,958
P00966,Dyson Against Toys-745,Toys,Dyson,1226.93,1807
P00967,Penguin How Spor-523,Sports,Penguin,219.59,4760
P00968,Reebok Fish Book-127,Books,Reebok,262.37,633
P00969,Philips Candidate Clot-620,Clothing,Philips,710.02,361
P00970,Samsung Stay Elec-650,Electronics,Samsung,1308.65,1464
P00971,Samsung Clear Home-467,Home & Kitchen,Samsung,357.5,1366
P00972,Apple Which Elec-700,Electronics,Apple,356.37,2943
P00973,Reebok Stand Toys-150,Toys,Reebok,796.05,4328
P00974,L'Oreal Claim Elec-534,Electronics,L'Oreal,577.53,3661
P00975,H&M Military Clot-969,Clothing,H&M,28.18,754
P00976,Nestle Choose Beau-984,Beauty,Nestle,807.12,2159
P00977,H&M Respond Groc-460,Groceries,H&M,1345.9,816
P00978,Philips Meeting Clot-598,Clothing,Philips,291.21,360
P00979,Lego Industry Toys-431,Toys,Lego,92.13,3300
P00980,Nestle Herself Book-834,Books,Nestle,647.25,317
P00981,Nestle Decade Home-301,Home & Kitchen,Nestle,186.06,162
P00982,H&M Support Spor-456,Sports,H&M,84.53,2501
P00983,Samsung At Book-503,Books,Samsung,1234.35,1632
P00984,Sony Year Home-574,Home & Kitchen,Sony,1177.96,498
P00985,IKEA Fear Book-964,Books,IKEA,1361.88,721
P00986,Zara Technology Toys-933,Toys,Zara,389.45,2571
P00987,Philips Hold Toys-406,Toys,Philips,575.47,3405
P00988,Nestle Budget Toys-506,Toys,Nestle,1161.0,2083
P00989,Zara Rule Toys-977,Toys,Zara,1407.18,2277
P00990,Sony Product Home-617,Home & Kitchen,Sony,460.98,142
P00991,Philips Defense Elec-955,Electronics,Philips,25.19,898
P00992,Reebok Fact Spor-554,Sports,Reebok,398.31,3664
P00993,Nestle Board Beau-849,Beauty,Nestle,150.93,3888
P00994,Apple Model Spor-931,Sports,Apple,271.54,1478
P00995,Penguin What Home-967,Home & Kitchen,Penguin,1086.68,4441
P00996,Adidas Woman Spor-592,Sports,Adidas,644.1,1347
P00997,H&M Public Home-314,Home & Kitchen,H&M,1082.4,2200
P00998,Samsung Tell Book-218,Books,Samsung,516.75,971
P00999,Nestle Appear Groc-514,Groceries,Nestle,556.76,4415
P01000,H&M Arrive Toys-547,Toys,H&M,122.36,413
P01001,Samsung Group Elec-459,Electronics,Samsung,899.68,1004
P01002,IKEA Fear Toys-759,Toys,IKEA,1098.93,4092
P01003,Zara His Spor-320,Sports,Zara,940.11,1688
P01004,Apple Great Beau-780,Beauty,Apple,868.95,2336
P01005,IKEA Only Elec-504,Electronics,IKEA,1455.92,3185
P01006,Nike Effect Spor-427,Sports,Nike,1455.35,2847
P01007,Dyson Street Book-638,Books,Dyson,76.51,154
P01008,Penguin Figure Groc-610,Groceries,Penguin,1159.61,3775
P01009,Nike Head Book-806,Books,Nike,321.92,4169
P01010,Sony Heart Spor-841,Sports,Sony,829.58,1577
P01011,Samsung Prevent Groc-781,Groceries,Samsung,1114.27,2300
P01012,L'Oreal Great Beau-497,Beauty,L'Oreal,806.3,2618
P01013,Nike View Elec-783,Electronics,Nike,301.06,4437
P01014,Adidas Then Clot-618,Clothing,Adidas,553.46,2443
P01015,Apple Himself Clot-416,Clothing,Apple,269.55,1849
P01016,Lego Wind Home-857,Home & Kitchen,Lego,423.33,2647
P01017,Samsung Learn Groc-167,Groceries,Samsung,707.54,3676
P01018,Adidas Suddenly Spor-961,Sports,Adidas,1306.29,311
P01019,Samsung Culture Clot-532,Clothing,Samsung,545.21,3290
P01020,Penguin Can Elec-401,Electronics,Penguin,1185.95,4628
P01021,Nike Language Groc-288,Groceries,Nike,712.1,1908
P01022,Dyson Open Clot-138,Clothing,Dyson,803.32,3179
P01023,Dyson Record Home-763,Home & Kitchen,Dyson,723.33,2568
P01024,H&M Difficult Toys-893,Toys,H&M,1386.76,4897
P01025,Lego Democrat Elec-811,Electronics,Lego,37.93,948
P01026,Zara Hotel Toys-940,Toys,Zara,585.36,2944
P01027,Lego Study Toys-984,Toys,Lego,1261.97,695
P01028,Apple Without Home-691,Home & Kitchen,Apple,198.84,712
P01029,Nestle Really Elec-420,Electronics,Nestle,756.47,2492
P01030,Penguin Member Spor-675,Sports,Penguin,1214.28,183
P01031,Penguin Scene Groc-328,Groceries,Penguin,1483.0,3091
P01032,Nike Traditional Spor-368,Sports,Nike,869.48,1102
P01033,Zara South Toys-196,Toys,Zara,776.42,3311
P01034,Dyson Join Clot-586,Clothing,Dyson,483.04,3233
P01035,Adidas Join Toys-356,Toys,Adidas,1352.55,2251
P01036,Philips Mr Toys-386,Toys,Philips,1002.91,1389
P01037,Samsung Arm Home-526,Home & Kitchen,Samsung,1214.77,4651
P01038,Penguin Opportunity Home-892,Home & Kitchen,Penguin,517.96,1971
P01039,Samsung Tend Elec-302,Electronics,Samsung,1200.63,2864
P01040,Dyson Stay Elec-819,Electronics,Dyson,1063.4,3768
P01041,Lego Position Book-741,Books,Lego,1478.82,2012
P01042,Sony Heart Beau-396,Beauty,Sony,927.56,321
P01043,H&M Son Book-338,Books,H&M,438.93,4567
P01044,Philips Account Spor-187,Sports,Philips,1341.0,1527
P01045,Sony Fish Groc-267,Groceries,Sony,1403.98,3624
P01046,L'Oreal Suggest Spor-148,Sports,L'Oreal,747.56,1539
P01047,Apple Six Home-180,Home & Kitchen,Apple,1408.59,728
P01048,Dyson Partner Toys-585,Toys,Dyson,133.6,4022
P01049,Dyson Benefit Groc-196,Groceries,Dyson,183.2,1850
P01050,Samsung All Beau-278,Beauty,Samsung,84.63,4025
P01051,Lego Morning Spor-167,Sports,Lego,749.66,2616
P01052,Reebok Key Groc-367,Groceries,Reebok,162.69,543
P01053,Dyson Song Beau-641,Beauty,Dyson,13.61,509
P01054,Reebok Series Elec-115,Electronics,Reebok,1315.32,739
P01055,Adidas Approach Spor-160,Sports,Adidas,1251.1,1380
P01056,L'Oreal Finally Clot-944,Clothing,L'Oreal,823.58,150
P01057,Philips Deep Beau-108,Beauty,Philips,124.13,2025
P01058,Nike Base Home-463,Home & Kitchen,Nike,992.44,4575
P01059,Zara Matter Clot-253,Clothing,Zara,701.77,4030
P01060,L'Oreal Behavior Home-395,Home & Kitchen,L'Oreal,378.45,3672
P01061,L'Oreal Hospital Toys-430,Toys,L'Oreal,569.23,4241
P01062,Lego Whether Beau-674,Beauty,Lego,862.24,808
P01063,Philips Girl Book-804,Books,Philips,954.71,1606
P01064,Philips Response Spor-506,Sports,Philips,1416.29,3630
P01065,Nestle Market Beau-145,Beauty,Nestle,1396.05,4837
P01066,L'Oreal Operation Clot-627,Clothing,L'Oreal,694.76,972
P01067,Sony Full Home-789,Home & Kitchen,Sony,915.4,122
P01068,Adidas Space Spor-634,Sports,Adidas,1332.55,3079
P01069,Lego Cold Book-224,Books,Lego,852.0,4380
P01070,Apple Better Toys-172,Toys,Apple,207.74,3302
P01071,Dyson Process Toys-731,Toys,Dyson,872.5,3154
P01072,Sony Serious Home-834,Home & Kitchen,Sony,1467.23,3711
P01073,Dyson Particular Elec-958,Electronics,Dyson,756.03,3476
P01074,Penguin Loss Toys-566,Toys,Penguin,1380.73,2428
P01075,Penguin Past Toys-960,Toys,Penguin,897.72,3623
P01076,Zara Each Book-575,Books,Zara,738.2,3951
P01077,Sony Dog Spor-781,Sports,Sony,1189.47,4153
P01078,Samsung Include Elec-573,Electronics,Samsung,480.55,3370
P01079,Adidas Only Home-771,Home & Kitchen,Adidas,1097.84,3890
P01080,H&M Identify Spor-329,Sports,H&M,851.06,2285
P01081,Reebok Very Groc-389,Groceries,Reebok,1038.35,1439
P01082,Nestle Any Toys-675,Toys,Nestle,752.65,2767
P01083,Samsung Start Groc-557,Groceries,Samsung,372.59,4461
P01084,L'Oreal Writer Book-960,Books,L'Oreal,606.94,2944
P01085,Nike Power Home-570,Home & Kitchen,Nike,1492.5,1721
P01086,Nike Rest Home-354,Home & Kitchen,Nike,330.68,2721
P01087,Dyson Eight Groc-673,Groceries,Dyson,877.75,4160
P01088,IKEA Truth Elec-831,Electronics,IKEA,1164.71,1281
P01089,Penguin Authority Book-895,Books,Penguin,1128.99,4095
P01090,Zara Relate Toys-874,Toys,Zara,330.89,4194
P01091,Nestle Response Spor-933,Sports,Nestle,1027.09,3593
P01092,H&M Kitchen Clot-811,Clothing,H&M,1010.09,83
P01093,IKEA Also Toys-292,Toys,IKEA,1029.05,680
P01094,Sony Need Book-388,Books,Sony,341.14,2511
P01095,Zara Parent Beau-180,Beauty,Zara,846.62,4030
P01096,Philips Use Beau-970,Beauty,Philips,683.91,4472
P01097,Apple National Beau-860,Beauty,Apple,598.51,1016
P01098,Sony Move Clot-550,Clothing,Sony,1132.93,1297
P01099,Zara Office Beau-641,Beauty,Zara,948.69,4798
P01100,Adidas Hard Toys-362,Toys,Adidas,307.04,3061
P01101,Zara Race Elec-356,Electronics,Zara,161.02,1157
P01102,Nestle Respond Toys-282,Toys,Nestle,402.65,4140
P01103,IKEA Ago Toys-673,Toys,IKEA,998.76,465
P01104,Philips Behavior Clot-830,Clothing,Philips,373.65,827
P01105,H&M Along Book-973,Books,H&M,600.2,3676
P01106,Nike Home Elec-793,Electronics,Nike,1299.32,627
P01107,Nike Hot Groc-575,Groceries,Nike,171.23,2193
P01108,Sony Street Book-724,Books,Sony,860.53,4903
P01109,Sony Sound Home-146,Home & Kitchen,Sony,717.1,643
P01110,IKEA Old Elec-276,Electronics,IKEA,122.75,857
P01111,Samsung Debate Toys-420,Toys,Samsung,57.24,2559
P01112,Nike Picture Toys-988,Toys,Nike,1385.59,736
P01113,Adidas Bar Groc-402,Groceries,Adidas,139.39,3952
P01114,Philips Better Beau-190,Beauty,Philips,421.83,2829
P01115,L'Oreal Box Book-435,Books,L'Oreal,133.4,1501
P01116,H&M Hope Spor-311,Sports,H&M,1400.73,2787
P01117,Zara Thought Book-176,Books,Zara,625.46,2471
P01118,Penguin Democratic Clot-771,Clothing,Penguin,618.93,1584
P01119,Sony Consumer Elec-301,Electronics,Sony,575.85,1906
P01120,Sony Animal Toys-415,Toys,Sony,765.9,2726
P01121,Samsung Color Elec-557,Electronics,Samsung,1406.17,2145
P01122,Penguin Into Spor-283,Sports,Penguin,1349.45,2597
P01123,Nike Feel Elec-680,Electronics,Nike,136.0,2997
P01124,Lego Anything Spor-365,Sports,Lego,694.23,3218
P01125,Zara Alone Toys-537,Toys,Zara,1267.03,3931
P01126,Apple Popular Groc-740,Groceries,Apple,153.12,1703
P01127,Nike Section Beau-416,Beauty,Nike,1196.14,1226
P01128,H&M Customer Beau-382,Beauty,H&M,823.59,3548
P01129,Reebok Rich Beau-697,Beauty,Reebok,101.91,2591
P01130,Penguin Resource Spor-125,Sports,Penguin,858.25,2174
P01131,Penguin Similar Spor-852,Sports,Penguin,1136.54,4265
P01132,Samsung Economy Beau-487,Beauty,Samsung,1407.64,4903
P01133,Zara Second Home-828,Home & Kitchen,Zara,389.95,3309
P01134,Nike Director Book-898,Books,Nike,1356.82,1186
P01135,Nike Yeah Groc-150,Groceries,Nike,56.63,4774
P01136,H&M Own Clot-277,Clothing,H&M,646.74,2295
P01137,Apple Lead Spor-371,Sports,Apple,1135.72,211
P01138,Zara Eight Clot-920,Clothing,Zara,241.55,140
P01139,Samsung Money Book-720,Books,Samsung,147.11,3139
P01140,Adidas People Spor-680,Sports,Adidas,1015.82,1240
P01141,H&M And Spor-919,Sports,H&M,589.59,2603
P01142,IKEA Crime Spor-992,Sports,IKEA,830.84,2959
P01143,Sony Where Groc-904,Groceries,Sony,183.98,4976
P01144,Sony Able Home-400,Home & Kitchen,Sony,1468.01,885
P01145,Apple Reduce Home-887,Home & Kitchen,Apple,1117.25,1735
P01146,Philips Relationship Elec-127,Electronics,Philips,644.27,1957
P01147,Apple Visit Clot-316,Clothing,Apple,1367.57,1392
P01148,Penguin Eat Beau-218,Beauty,Penguin,624.57,4673
P01149,Nestle Of Clot-560,Clothing,Nestle,602.96,4694
P01150,Samsung Opportunity Toys-603,Toys,Samsung,932.14,699
P01151,Nestle Provide Clot-244,Clothing,Nestle,921.33,1223
P01152,Adidas Line Spor-820,Sports,Adidas,492.77,1006
P01153,Sony Natural Spor-314,Sports,Sony,545.25,674
P01154,Adidas Condition Book-460,Books,Adidas,650.49,4451
P01155,Sony Yet Groc-240,Groceries,Sony,1078.93,2900
P01156,Reebok Real Elec-379,Electronics,Reebok,1079.51,229
P01157,Nike At Beau-372,Beauty,Nike,1191.08,4066
P01158,Reebok Opportunity Clot-952,Clothing,Reebok,646.51,1358
P01159,Nike No Home-649,Home & Kitchen,Nike,977.53,2377
P01160,Lego Possible Beau-660,Beauty,Lego,245.76,792
P01161,Adidas Development Toys-484,Toys,Adidas,199.6,3999
P01162,Adidas News Elec-635,Electronics,Adidas,649.85,2333
P01163,Philips Finish Groc-336,Groceries,Philips,216.55,1330
P01164,Philips Federal Spor-242,Sports,Philips,1437.2,2066
P01165,H&M Wrong Home-543,Home & Kitchen,H&M,303.92,4556
P01166,Lego Listen Spor-624,Sports,Lego,1120.44,1298
P01167,L'Oreal Nature Book-206,Books,L'Oreal,443.93,1117
P01168,H&M Bit Groc-654,Groceries,H&M,423.76,2844
P01169,L'Oreal Soldier Elec-364,Electronics,L'Oreal,701.06,739
P01170,Lego Something Groc-419,Groceries,Lego,326.16,2202
P01171,Samsung Itself Clot-452,Clothing,Samsung,690.06,2453
P01172,Lego Spring Elec-807,Electronics,Lego,485.99,2865
P01173,IKEA Local Spor-692,Sports,IKEA,373.84,1050
P01174,L'Oreal Lay Beau-955,Beauty,L'Oreal,406.58,4404
P01175,L'Oreal International Spor-844,Sports,L'Oreal,564.43,4724
P01176,Penguin Energy Book-105,Books,Penguin,1131.46,4945
P01177,Nestle Small Groc-425,Groceries,Nestle,1383.52,2161
P01178,IKEA Us Groc-834,Groceries,IKEA,817.89,990
P01179,Dyson Explain Book-561,Books,Dyson,46.24,3505
P01180,IKEA Up Toys-454,Toys,IKEA,1188.59,4
P01181,Sony Threat Clot-539,Clothing,Sony,1408.59,1533
P01182,L'Oreal Summer Elec-299,Electronics,L'Oreal,990.76,3674
P01183,Nike Central Groc-365,Groceries,Nike,920.87,2336
P01184,IKEA Single Groc-388,Groceries,IKEA,779.39,4787
P01185,Lego Across Home-219,Home & Kitchen,Lego,525.99,4250
P01186,Samsung Of Spor-430,Sports,Samsung,1128.45,4501
P01187,Sony Early Home-152,Home & Kitchen,Sony,1290.78,4584
P01188,Apple Firm Elec-279,Electronics,Apple,36.88,3882
P01189,Zara Music Elec-613,Electronics,Zara,774.05,1494
P01190,Samsung Scene Home-694,Home & Kitchen,Samsung,1241.63,2919
P01191,Dyson Best Home-217,Home & Kitchen,Dyson,10.84,4860
P01192,Reebok Cultural Beau-247,Beauty,Reebok,297.31,2830
P01193,Nestle Financial Beau-678,Beauty,Nestle,127.58,406
P01194,Nestle Cultural Home-986,Home & Kitchen,Nestle,1168.92,1070
P01195,IKEA Situation Elec-422,Electronics,IKEA,134.93,126
P01196,IKEA Space Home-590,Home & Kitchen,IKEA,898.53,1115
P01197,H&M Interview Book-574,Books,H&M,860.39,4674
P01198,Penguin Learn Spor-907,Sports,Penguin,920.47,2053
P01199,IKEA Final Spor-541,Sports,IKEA,1185.85,1900
P01200,H&M Medical Home-274,Home & Kitchen,H&M,452.97,4513
P01201,H&M Fall Elec-764,Electronics,H&M,704.33,263
P01202,Adidas Church Elec-592,Electronics,Adidas,1159.42,852
P01203,Nike Should Groc-905,Groceries,Nike,523.99,3111
P01204,IKEA Team Book-400,Books,IKEA,574.92,4147
P01205,H&M Itself Book-689,Books,H&M,246.66,409
P01206,Nike Food Book-466,Books,Nike,130.96,1530
P01207,Dyson Face Home-980,Home & Kitchen,Dyson,767.78,3139
P01208,Samsung Thus Elec-686,Electronics,Samsung,877.14,3741
P01209,Zara All Beau-387,Beauty,Zara,1377.89,842
P01210,Nike Even Groc-482,Groceries,Nike,1488.64,511
P01211,Lego Major Spor-402,Sports,Lego,1250.06,4102
P01212,Adidas Raise Groc-582,Groceries,Adidas,193.11,2817
P01213,Reebok Operation Elec-208,Electronics,Reebok,223.25,4933
P01214,Apple Daughter Toys-385,Toys,Apple,784.09,1669
P01215,Reebok Space Beau-334,Beauty,Reebok,1049.47,4623
P01216,Apple Return Groc-776,Groceries,Apple,642.44,4016
P01217,Penguin Southern Clot-419,Clothing,Penguin,1466.87,1508
P01218,Dyson Compare Book-735,Books,Dyson,1385.06,4873
P01219,Reebok Sort Book-596,Books,Reebok,127.16,4763
P01220,Nestle Miss Beau-787,Beauty,Nestle,1304.95,4068
P01221,Samsung Place Elec-578,Electronics,Samsung,1477.39,4916
P01222,Sony Tend Clot-759,Clothing,Sony,1058.61,385
P01223,Penguin Leader Spor-293,Sports,Penguin,332.32,1824
P01224,Zara Investment Book-252,Books,Zara,176.03,3851
P01225,Adidas Education Home-372,Home & Kitchen,Adidas,21.44,2772
P01226,Penguin Letter Clot-428,Clothing,Penguin,801.95,4450
P01227,Lego Phone Toys-353,Toys,Lego,1227.94,902
P01228,Dyson Still Beau-326,Beauty,Dyson,815.24,462
P01229,Nike Rather Toys-165,Toys,Nike,517.55,1194
P01230,Nike Generation Clot-964,Clothing,Nike,1350.4,4275
P01231,Zara National Book-362,Books,Zara,898.12,939
P01232,Sony Better Home-827,Home & Kitchen,Sony,582.67,4756
P01233,Nike Result Book-587,Books,Nike,311.9,3226
P01234,Lego Room Toys-412,Toys,Lego,825.32,2282
P01235,Nike Often Spor-323,Sports,Nike,1184.57,2161
P01236,Reebok Matter Elec-862,Electronics,Reebok,5.91,760
P01237,Philips Life Elec-219,Electronics,Philips,1239.53,39
P01238,Adidas Thank Toys-668,Toys,Adidas,251.11,2242
P01239,Adidas Top Beau-262,Beauty,Adidas,579.73,2175
P01240,Nike Five Book-782,Books,Nike,773.18,4104
P01241,Dyson Explain Clot-693,Clothing,Dyson,733.23,2706
P01242,Nike Poor Book-560,Books,Nike,899.17,2837
P01243,H&M Our Beau-344,Beauty,H&M,604.05,4571
P01244,Philips Concern Elec-756,Electronics,Philips,1347.84,2209
P01245,Zara Foreign Book-830,Books,Zara,388.56,4869
P01246,Samsung Important Spor-390,Sports,Samsung,927.43,404
P01247,Zara New Elec-999,Electronics,Zara,108.85,47
P01248,Zara Like Toys-433,Toys,Zara,604.08,4431
P01249,Zara Record Clot-648,Clothing,Zara,1053.76,1541
P01250,Nike Behavior Spor-507,Sports,Nike,708.59,1379
P01251,Reebok Follow Toys-494,Toys,Reebok,435.64,1946
P01252,Nestle Work Elec-455,Electronics,Nestle,9.35,4619
P01253,Dyson Even Elec-540,Electronics,Dyson,420.73,4226
P01254,Samsung If Clot-484,Clothing,Samsung,673.88,470
P01255,Nestle Team Clot-738,Clothing,Nestle,566.88,802
P01256,Reebok Poor Elec-923,Electronics,Reebok,1489.21,4958
P01257,H&M Director Home-959,Home & Kitchen,H&M,43.08,3133
P01258,Adidas Student Book-841,Books,Adidas,750.68,4744
P01259,Penguin Outside Beau-807,Beauty,Penguin,539.26,4366
P01260,Zara Practice Spor-292,Sports,Zara,132.21,2984
P01261,Lego Score Toys-850,Toys,Lego,1076.63,2097
P01262,L'Oreal Good Spor-573,Sports,L'Oreal,1433.4,868
P01263,Reebok Enjoy Home-520,Home & Kitchen,Reebok,778.22,4210
P01264,Samsung Best Clot-580,Clothing,Samsung,943.44,4570
P01265,Sony Take Toys-742,Toys,Sony,1009.07,1440
P01266,Nike General Elec-712,Electronics,Nike,699.19,1785
P01267,Nestle Give Elec-742,Electronics,Nestle,1165.88,988
P01268,Sony System Groc-533,Groceries,Sony,197.22,1415
P01269,Penguin Leave Book-643,Books,Penguin,818.68,695
P01270,IKEA International Clot-855,Clothing,IKEA,662.6,3429
P01271,Philips Foreign Clot-471,Clothing,Philips,1277.67,4468
P01272,Nestle Ready Elec-614,Electronics,Nestle,1290.18,2548
P01273,L'Oreal Charge Home-498,Home & Kitchen,L'Oreal,705.09,159
P01274,L'Oreal Deal Elec-990,Electronics,L'Oreal,989.38,1138
P01275,Zara Possible Book-554,Books,Zara,1323.13,2585
P01276,Nike Family Groc-288,Groceries,Nike,511.21,2443
P01277,Apple Action Book-408,Books,Apple,1197.14,3608
P01278,Nike Year Book-709,Books,Nike,589.45,2082
P01279,H&M Claim Elec-168,Electronics,H&M,1479.6,2167
P01280,Sony Produce Elec-999,Electronics,Sony,883.26,175
