interaction_id,customer_id,interaction_type,interaction_date,agent_name
6465,C004879,Technical Support,2025-11-30,Fatima
6466,C005072,Phone Call,2025-10-14,Daniel
6467,C003299,Product Enquiry,2025-06-23,Aisha
6468,C000554,In-Store Visit,2025-05-28,David
6469,C000378,Product Enquiry,2025-01-14,Priya
6470,C005157,Live Chat,2025-12-31,Emma
6471,C000617,Product Enquiry,2025-02-27,Liam
6472,C006990,Complaint,2025-12-22,Tom
6473,C001296,Phone Call,2025-07-10,Michael
6474,C009328,Product Enquiry,2024-12-12,Priya
6475,C003374,Email Support,2025-07-30,Liam
6476,C007635,Email Support,2024-10-05,Priya
6477,C005731,Phone Call,2024-09-07,Grace
6478,C002640,Technical Support,2025-10-04,Sophia
6479,C003382,Product Enquiry,2025-04-10,Emma
6480,C001284,Refund Request,2025-03-26,Fatima
6481,C008594,Refund Request,2025-09-03,Priya
6482,C004616,Product Enquiry,2025-11-06,Emma
6483,C004892,Refund Request,2025-02-10,Daniel
6484,C004787,Live Chat,2025-04-22,Raj
6485,C004218,Phone Call,2025-04-19,Liam
6486,C001988,Product Enquiry,2025-01-14,Charlotte
6487,C009953,Live Chat,2025-02-05,James
6488,C009476,Technical Support,2025-03-18,Emma
6489,C009420,In-Store Visit,2025-09-28,James
6490,C000282,Complaint,2024-08-14,Emma
6491,C000783,Refund Request,2026-02-16,Aisha
6492,C002103,Technical Support,2024-12-05,Liam
6493,C008736,In-Store Visit,2024-06-03,Emma
6494,C002584,Phone Call,2024-01-13,Fatima
6495,C009356,Technical Support,2024-07-19,David
6496,C002840,Phone Call,2026-01-13,Charlotte
6497,C000711,Technical Support,2025-05-22,James
6498,C008497,Refund Request,2024-10-26,James
6499,C006764,Refund Request,2025-06-07,Tom
6500,C009595,Complaint,2024-07-14,David
6501,C004005,Email Support,2024-03-07,James
6502,C004558,Product Enquiry,2025-04-17,Aisha
6503,C001051,Complaint,2024-12-13,Liam
6504,C000895,Email Support,2024-08-07,Fatima
6505,C005829,Phone Call,2024-07-30,Charlotte
6506,C001881,Live Chat,2025-12-17,Priya
6507,C006447,Refund Request,2026-04-01,Raj
6508,C009747,Product Enquiry,2024-10-22,Priya
6509,C009542,Refund Request,2026-01-02,David
6510,C009100,Product Enquiry,2024-05-02,Fatima
6511,C009399,Live Chat,2024-04-16,James
6512,C005907,In-Store Visit,2024-10-20,James
6513,C005362,Product Enquiry,2025-08-25,Emma
6514,C001387,Phone Call,2024-12-12,Fatima
6515,C008881,Refund Request,2024-03-15,Fatima
6516,C003354,In-Store Visit,2024-10-12,Emma
6517,C006675,Complaint,2024-07-29,David
6518,C004075,Live Chat,2025-04-26,Tom
6519,C004797,Complaint,2025-02-15,Aisha
6520,C003407,Phone Call,2024-01-30,James
6521,C003801,Technical Support,2025-10-07,Grace
6522,C006493,Email Support,2024-02-20,Grace
6523,C005142,Complaint,2025-03-11,Aisha
6524,C009545,Email Support,2024-08-25,Fatima
6525,C001470,Technical Support,2025-11-11,Fatima
6526,C004687,Phone Call,2025-12-24,James
6527,C003086,Email Support,2025-04-14,Emma
6528,C005219,Email Support,2024-08-29,Emma
6529,C008792,Refund Request,2024-03-13,Michael
6530,C002654,In-Store Visit,2025-10-17,Aisha
6531,C005544,Complaint,2025-11-27,Charlotte
6532,C005518,Complaint,2024-11-05,Emma
6533,C002187,Complaint,2024-12-29,David
6534,C002234,Email Support,2024-07-27,Priya
6535,C006575,Phone Call,2024-11-30,Emma
6536,C000164,Live Chat,2024-02-04,Emma
6537,C003233,In-Store Visit,2025-09-26,Tom
6538,C007225,Phone Call,2024-07-09,Sophia
6539,C007009,Technical Support,2025-07-21,Fatima
6540,C000176,Technical Support,2025-10-25,Michael
6541,C007838,Refund Request,2025-05-04,Emma
6542,C000929,Complaint,2025-03-07,Sophia
6543,C006066,Live Chat,2024-03-28,Sarah
6544,C002836,Live Chat,2025-02-05,Daniel
6545,C007990,Complaint,2024-12-31,David
6546,C003552,In-Store Visit,2024-07-23,David
6547,C002082,In-Store Visit,2025-12-13,Sarah
6548,C009528,Email Support,2024-05-21,Tom
6549,C002672,Complaint,2024-07-24,James
6550,C000854,Refund Request,2024-03-31,Tom
6551,C006777,In-Store Visit,2026-04-28,Tom
6552,C001665,Technical Support,2026-02-08,Priya
6553,C004268,Product Enquiry,2024-06-13,Liam
6554,C009843,Complaint,2025-02-13,David
6555,C006330,Refund Request,2026-04-21,Emma
6556,C008796,Technical Support,2024-08-27,Charlotte
6557,C007687,Complaint,2025-06-11,Grace
6558,C001051,Complaint,2024-08-29,Priya
6559,C009811,Email Support,2025-06-17,Aisha
6560,C006459,In-Store Visit,2025-01-30,Fatima
6561,C008309,Complaint,2025-01-19,Tom
6562,C004082,Live Chat,2025-12-02,Liam
6563,C001251,Complaint,2024-06-03,Michael
6564,C001386,Phone Call,2024-03-14,Sarah
6565,C008699,Technical Support,2026-03-08,David
6566,C003862,Refund Request,2026-05-08,Aisha
6567,C000820,Phone Call,2025-12-06,Daniel
6568,C000811,Technical Support,2025-03-28,Raj
6569,C000591,Live Chat,2024-08-22,Priya
6570,C001697,In-Store Visit,2025-07-05,Michael
6571,C009801,Refund Request,2024-06-18,Tom
6572,C001672,Complaint,2024-09-29,Michael
6573,C008065,Product Enquiry,2025-01-30,Emma
6574,C003610,Technical Support,2024-10-09,Michael
6575,C000352,Refund Request,2025-03-25,Michael
6576,C002365,Phone Call,2025-08-06,Michael
6577,C006175,Refund Request,2025-02-08,Liam
6578,C006267,Live Chat,2024-10-30,Raj
6579,C000025,Live Chat,2024-11-10,James
6580,C004824,In-Store Visit,2025-11-18,Fatima
6581,C000304,In-Store Visit,2026-02-19,Daniel
6582,C008497,Technical Support,2026-03-01,Liam
6583,C009505,Refund Request,2024-01-19,James
6584,C007613,Email Support,2024-09-15,David
6585,C006131,Product Enquiry,2026-02-27,Sophia
6586,C005724,Phone Call,2025-05-01,Emma
6587,C007344,Technical Support,2025-02-03,Liam
6588,C002977,Product Enquiry,2025-10-25,Sophia
6589,C003428,Complaint,2025-05-06,Aisha
6590,C003821,In-Store Visit,2024-10-14,Tom
6591,C008160,Technical Support,2025-05-10,Charlotte
6592,C002794,Complaint,2025-07-11,Liam
6593,C002517,Email Support,2025-10-11,Sarah
6594,C006544,Refund Request,2026-04-23,Sarah
6595,C002323,Complaint,2024-02-13,Sophia
6596,C006044,Complaint,2024-08-22,Liam
6597,C004684,Phone Call,2024-04-20,Priya
6598,C006726,Live Chat,2024-03-06,Michael
6599,C009690,Refund Request,2025-05-05,Charlotte
6600,C009529,Product Enquiry,2024-12-27,Aisha
6601,C004004,Technical Support,2024-08-27,Sophia
6602,C006695,Complaint,2025-04-05,Sophia
6603,C002948,Email Support,2025-11-01,Aisha
6604,C001246,Refund Request,2025-02-06,Liam
6605,C008428,Email Support,2026-05-06,Priya
6606,C001591,Live Chat,2024-11-14,Raj
6607,C001753,Live Chat,2026-04-16,Charlotte
6608,C000663,Email Support,2025-02-27,Liam
6609,C008757,Live Chat,2024-08-31,Sarah
6610,C001372,Complaint,2024-08-23,Sarah
6611,C002833,Phone Call,2025-08-01,Raj
6612,C004851,Phone Call,2025-08-01,Grace
6613,C002518,Product Enquiry,2026-04-24,Aisha
6614,C008779,Technical Support,2025-09-15,James
6615,C000139,Phone Call,2024-06-19,Grace
6616,C005353,In-Store Visit,2026-04-14,David
6617,C006381,In-Store Visit,2025-04-19,Charlotte
6618,C002189,Email Support,2024-03-07,Charlotte
6619,C006362,Complaint,2026-02-19,Fatima
6620,C008157,Technical Support,2026-03-25,Tom
6621,C004007,Refund Request,2026-03-20,Priya
6622,C006353,Product Enquiry,2025-03-13,Daniel
6623,C006543,In-Store Visit,2024-07-03,Liam
6624,C007133,Complaint,2024-12-04,James
6625,C002954,Phone Call,2024-08-06,Raj
6626,C007146,Complaint,2024-10-05,Sarah
6627,C003168,Complaint,2024-01-27,James
6628,C001048,Email Support,2025-03-17,Michael
6629,C004145,Live Chat,2024-06-24,James
6630,C007957,Phone Call,2024-05-19,Tom
6631,C007316,Complaint,2025-09-23,Liam
6632,C009985,In-Store Visit,2026-03-29,Sarah
6633,C002636,Live Chat,2024-06-21,Raj
6634,C009004,Email Support,2024-03-29,Emma
6635,C007078,Product Enquiry,2025-09-28,David
6636,C002755,Email Support,2024-04-06,David
6637,C005699,Live Chat,2024-09-07,Grace
6638,C005516,Live Chat,2026-04-25,Aisha
6639,C003090,Phone Call,2024-01-06,Priya
6640,C000761,Refund Request,2024-10-05,James
6641,C004003,Live Chat,2026-05-04,Raj
6642,C000032,Refund Request,2026-05-09,Raj
6643,C002652,Product Enquiry,2024-09-22,Sophia
6644,C009250,Email Support,2024-04-02,Tom
6645,C006523,Product Enquiry,2024-09-11,Daniel
6646,C007494,Product Enquiry,2025-01-14,Daniel
6647,C003722,Complaint,2024-11-17,Fatima
6648,C008219,Product Enquiry,2024-11-12,Emma
6649,C007925,Product Enquiry,2024-05-09,Grace
6650,C005509,Phone Call,2026-04-22,Fatima
6651,C006595,Complaint,2025-09-09,Tom
6652,C001717,Live Chat,2025-11-05,Grace
6653,C004993,Phone Call,2024-01-02,Sarah
6654,C003111,Complaint,2026-02-24,Charlotte
6655,C002570,Live Chat,2024-12-16,Raj
6656,C009975,Complaint,2024-06-03,Sophia
6657,C008857,Live Chat,2025-06-26,Fatima
6658,C003062,Technical Support,2024-04-08,Grace
6659,C007814,Refund Request,2024-01-31,Aisha
6660,C007902,Technical Support,2025-08-22,Sarah
6661,C000712,Product Enquiry,2025-07-29,Daniel
6662,C009536,Complaint,2024-01-10,Sophia
6663,C008819,Phone Call,2025-02-17,Emma
6664,C001230,Complaint,2025-12-26,Liam
6665,C007285,Product Enquiry,2024-06-30,Tom
6666,C008244,Phone Call,2025-07-01,Liam
6667,C006865,Live Chat,2026-04-20,Raj
6668,C004898,Refund Request,2026-02-11,Michael
6669,C000273,Complaint,2025-08-30,Aisha
6670,C006040,Product Enquiry,2026-04-09,Aisha
6671,C002799,Refund Request,2024-05-26,Michael
6672,C005304,Technical Support,2024-11-13,James
6673,C008311,Complaint,2025-06-17,Priya
6674,C003663,In-Store Visit,2025-11-06,Sophia
6675,C000148,Technical Support,2025-04-07,Fatima
6676,C002237,Email Support,2025-11-22,James
6677,C007786,Complaint,2025-10-02,Aisha
6678,C009671,In-Store Visit,2024-04-07,Charlotte
6679,C007175,Product Enquiry,2026-01-22,David
6680,C009215,Email Support,2026-05-09,Charlotte
6681,C009754,Technical Support,2025-04-21,Sophia
6682,C008160,In-Store Visit,2025-06-30,Sophia
6683,C009355,In-Store Visit,2025-09-22,James
6684,C001234,Live Chat,2026-02-22,Daniel
6685,C004953,Phone Call,2025-09-30,Tom
6686,C003974,In-Store Visit,2025-12-12,Grace
6687,C005626,Live Chat,2025-09-11,Raj
6688,C009528,Phone Call,2025-08-14,James
6689,C009573,Email Support,2025-02-16,James
6690,C005178,Email Support,2024-09-15,Sophia
6691,C008434,Product Enquiry,2024-01-16,Priya
6692,C002801,Phone Call,2024-02-18,Michael
6693,C006529,Complaint,2025-12-13,David
6694,C006500,Product Enquiry,2025-03-26,Grace
6695,C009861,Email Support,2024-01-29,Daniel
6696,C008919,Complaint,2025-02-24,Grace
6697,C004140,Refund Request,2026-03-18,Sarah
6698,C003629,Email Support,2026-04-18,Liam
6699,C009103,Live Chat,2024-03-04,Priya
6700,C007905,In-Store Visit,2026-04-20,Grace
6701,C003883,Technical Support,2025-02-10,Daniel
6702,C001737,Refund Request,2025-10-08,Daniel
6703,C003876,Email Support,2024-08-20,Fatima
6704,C007325,Refund Request,2024-01-20,David
6705,C000011,Live Chat,2024-03-12,Sophia
6706,C005652,Product Enquiry,2025-09-18,Sarah
6707,C009703,Refund Request,2024-11-11,David
6708,C005857,Product Enquiry,2025-03-30,Sarah
6709,C009142,In-Store Visit,2024-10-24,Daniel
6710,C007181,In-Store Visit,2025-11-02,Tom
6711,C009331,Email Support,2026-02-19,Charlotte
6712,C007862,Email Support,2024-07-02,Grace
6713,C007735,Complaint,2025-10-05,Fatima
6714,C000573,Email Support,2024-06-24,Sophia
6715,C003344,Product Enquiry,2025-08-01,Fatima
6716,C002014,Email Support,2024-12-24,James
6717,C004844,In-Store Visit,2025-01-26,Michael
6718,C009855,Email Support,2025-09-03,Tom
6719,C004494,Refund Request,2025-10-17,Grace
6720,C006568,Refund Request,2024-09-13,James
6721,C000633,Product Enquiry,2024-08-08,Charlotte
6722,C002066,Phone Call,2025-05-17,Fatima
6723,C005640,Product Enquiry,2026-01-12,Michael
6724,C005168,Product Enquiry,2024-10-03,Michael
6725,C002963,Phone Call,2024-01-13,Priya
6726,C003866,Live Chat,2025-04-03,Tom
6727,C000482,In-Store Visit,2026-02-14,James
6728,C007871,Product Enquiry,2025-04-16,Grace
6729,C004728,Refund Request,2025-08-01,Liam
6730,C003651,Product Enquiry,2025-05-21,Michael
6731,C001580,Live Chat,2026-04-10,Emma
6732,C005121,Email Support,2026-01-29,Daniel
6733,C001341,Complaint,2025-03-22,Priya
6734,C005697,Live Chat,2024-06-06,Michael
6735,C009764,Email Support,2024-01-06,Raj
6736,C004082,Product Enquiry,2024-07-17,Sophia
6737,C003029,Phone Call,2024-04-15,Fatima
6738,C007739,Live Chat,2024-08-10,Sophia
6739,C007591,Technical Support,2024-08-31,Aisha
6740,C004436,Live Chat,2025-06-22,Grace
6741,C005260,Refund Request,2026-05-10,Priya
6742,C002802,Complaint,2025-04-19,Michael
6743,C005674,Complaint,2025-04-30,Sarah
6744,C006654,Phone Call,2026-02-19,Priya
6745,C008016,Refund Request,2024-05-10,Tom
6746,C001091,Email Support,2025-06-05,Fatima
6747,C000856,Email Support,2025-07-18,James
6748,C009819,Phone Call,2025-02-05,Tom
6749,C007441,In-Store Visit,2025-02-22,Tom
6750,C003774,Refund Request,2024-11-29,Priya
6751,C002313,In-Store Visit,2025-11-11,Daniel
6752,C008666,In-Store Visit,2024-06-23,Daniel
6753,C007558,Phone Call,2025-07-07,Liam
6754,C004920,Technical Support,2024-11-05,James
6755,C004742,Live Chat,2024-02-26,Priya
6756,C003791,Technical Support,2026-03-04,Grace
6757,C000497,Live Chat,2024-10-30,Sarah
6758,C008682,Live Chat,2025-10-16,Sarah
6759,C001125,Live Chat,2025-01-07,Daniel
6760,C008539,Complaint,2025-10-25,Fatima
6761,C000614,Technical Support,2026-02-25,Grace
6762,C002869,Phone Call,2025-07-01,Charlotte
6763,C002853,Technical Support,2026-04-23,Tom
6764,C003217,Email Support,2025-03-19,Daniel
6765,C009091,Product Enquiry,2024-10-12,Priya
6766,C001026,Refund Request,2024-10-09,Sarah
6767,C007294,In-Store Visit,2025-09-26,Priya
6768,C003485,Refund Request,2024-12-17,Tom
6769,C008387,Email Support,2024-06-06,Grace
6770,C009250,Phone Call,2025-07-07,Aisha
6771,C007838,Live Chat,2025-03-30,James
6772,C006251,Technical Support,2024-05-16,Raj
6773,C007852,Technical Support,2025-08-11,Fatima
6774,C002664,Product Enquiry,2024-04-11,James
6775,C003678,Live Chat,2025-09-07,Michael
6776,C009629,In-Store Visit,2025-08-07,Sophia
6777,C007046,In-Store Visit,2025-06-14,David
6778,C009988,Email Support,2024-02-27,Sarah
6779,C000791,Refund Request,2026-01-15,Emma
6780,C009461,Email Support,2026-04-05,Fatima
6781,C003834,Refund Request,2024-09-11,Sarah
6782,C001393,Product Enquiry,2026-03-22,James
6783,C004711,Complaint,2025-04-02,Aisha
6784,C004538,In-Store Visit,2025-12-12,Liam
6785,C006074,Technical Support,2024-09-22,Grace
6786,C006078,Technical Support,2025-05-25,Sophia
6787,C009356,Refund Request,2026-03-18,Michael
6788,C008493,Phone Call,2024-03-20,Michael
6789,C002351,Phone Call,2025-11-16,Raj
6790,C009566,Technical Support,2026-04-17,Liam
6791,C001213,Complaint,2025-04-09,Grace
6792,C008855,Live Chat,2025-12-02,Fatima
6793,C001343,Technical Support,2024-01-23,Fatima
6794,C005377,In-Store Visit,2025-02-12,Fatima
6795,C005386,Phone Call,2025-02-17,Charlotte
6796,C003377,Product Enquiry,2026-02-10,Charlotte
6797,C002620,Product Enquiry,2026-03-24,Sarah
6798,C001360,Complaint,2024-12-04,Sophia
6799,C000487,Live Chat,2026-03-31,Grace
6800,C005599,Product Enquiry,2026-04-13,Sarah
6801,C001343,Live Chat,2026-02-02,Daniel
6802,C008828,Phone Call,2025-03-03,Fatima
6803,C005515,Email Support,2024-02-05,Raj
6804,C009386,Complaint,2024-06-12,Tom
6805,C007668,Email Support,2025-07-29,Priya
6806,C002422,Product Enquiry,2025-10-19,Liam
6807,C003404,Live Chat,2025-08-03,Sarah
6808,C005130,Email Support,2025-12-22,Raj
6809,C000195,Refund Request,2024-10-30,Michael
6810,C006465,Email Support,2024-07-07,Sarah
6811,C009432,Live Chat,2024-05-03,David
6812,C004074,Complaint,2026-01-06,James
6813,C002203,Refund Request,2025-06-27,Sarah
6814,C003988,Product Enquiry,2024-03-06,Liam
6815,C000968,Refund Request,2026-04-11,Charlotte
6816,C001656,Phone Call,2024-03-07,James
6817,C005370,Email Support,2024-07-29,James
6818,C003477,Technical Support,2024-11-16,Aisha
6819,C001142,Refund Request,2026-04-04,Tom
6820,C003370,Product Enquiry,2025-09-16,Michael
6821,C007207,Phone Call,2024-12-03,Raj
6822,C005713,Product Enquiry,2025-01-16,Emma
6823,C005788,Live Chat,2024-04-03,Raj
6824,C000117,Refund Request,2026-04-25,Priya
6825,C007049,Phone Call,2025-07-23,Sophia
6826,C004783,Technical Support,2025-01-17,Sarah
6827,C005478,Product Enquiry,2025-08-06,Emma
6828,C009582,Technical Support,2024-10-15,Priya
6829,C005681,Phone Call,2024-06-06,Aisha
6830,C004755,Live Chat,2025-09-02,Sophia
6831,C000698,Complaint,2026-02-28,Fatima
6832,C003932,Technical Support,2026-01-25,Michael
6833,C007487,Email Support,2024-09-03,Grace
6834,C009741,Product Enquiry,2025-08-10,Aisha
6835,C000077,Refund Request,2025-01-22,James
6836,C002902,Phone Call,2025-08-09,Charlotte
6837,C004177,In-Store Visit,2024-04-16,Daniel
6838,C006754,Phone Call,2024-02-24,Fatima
6839,C001718,Technical Support,2025-05-17,Sophia
6840,C003355,Refund Request,2026-04-11,Daniel
6841,C004909,Product Enquiry,2025-02-16,David
6842,C006117,Phone Call,2024-02-28,Emma
6843,C009179,Email Support,2024-07-29,Tom
6844,C003507,Email Support,2025-02-14,Michael
6845,C007973,Product Enquiry,2024-11-19,Aisha
6846,C002201,Phone Call,2025-02-13,Sophia
6847,C004247,In-Store Visit,2025-12-05,Sarah
6848,C008665,Live Chat,2025-05-07,Charlotte
6849,C003464,Email Support,2025-10-01,Liam
6850,C000736,Product Enquiry,2026-02-08,Aisha
6851,C004262,Email Support,2024-09-26,Michael
6852,C008285,In-Store Visit,2026-03-01,Tom
6853,C004418,Refund Request,2025-06-28,Sarah
6854,C003886,Refund Request,2026-04-15,Raj
6855,C007434,Complaint,2026-02-01,Sarah
6856,C007431,In-Store Visit,2024-11-01,David
6857,C006961,Phone Call,2024-06-13,Charlotte
6858,C006288,In-Store Visit,2024-02-24,Emma
6859,C004999,Live Chat,2026-02-21,Charlotte
6860,C008565,Phone Call,2026-02-26,Tom
6861,C003368,Technical Support,2025-11-19,Sophia
6862,C005885,Live Chat,2024-12-29,Emma
6863,C006631,In-Store Visit,2026-01-07,Tom
6864,C000229,In-Store Visit,2024-05-26,Emma
6865,C000139,Email Support,2024-06-24,Priya
6866,C003163,Product Enquiry,2024-02-06,Michael
6867,C008929,Complaint,2025-09-07,Michael
6868,C005713,In-Store Visit,2024-09-16,David
6869,C004293,Phone Call,2024-09-21,Daniel
6870,C003812,Phone Call,2024-02-24,Raj
6871,C005835,Technical Support,2025-12-18,Michael
6872,C000120,In-Store Visit,2025-03-10,Sarah
6873,C000323,Email Support,2026-02-07,Raj
6874,C009693,In-Store Visit,2024-06-03,Liam
6875,C003525,Complaint,2025-02-24,Priya
6876,C003936,Phone Call,2024-04-02,Liam
6877,C007909,In-Store Visit,2024-06-02,Sophia
6878,C002367,Complaint,2025-03-06,Grace
6879,C007629,Email Support,2026-01-07,Michael
6880,C006387,In-Store Visit,2025-09-24,Emma
6881,C003004,Complaint,2025-08-02,Sarah
6882,C008127,In-Store Visit,2024-08-11,Michael
6883,C004746,Email Support,2025-02-15,Daniel
6884,C003506,Complaint,2025-10-13,Sarah
6885,C001768,Email Support,2024-02-25,Emma
6886,C005005,Product Enquiry,2026-03-27,Aisha
6887,C001626,Product Enquiry,2024-11-30,David
6888,C007781,Email Support,2024-08-19,Grace
6889,C006544,Technical Support,2024-09-20,David
6890,C002482,Email Support,2024-02-19,Liam
6891,C005493,Live Chat,2025-08-30,Fatima
6892,C006785,Complaint,2024-04-18,Liam
6893,C005905,Live Chat,2025-09-27,Grace
6894,C009559,Email Support,2024-01-16,Priya
6895,C007617,Technical Support,2025-05-01,David
6896,C000982,Phone Call,2026-02-07,Emma
6897,C002238,Refund Request,2024-01-20,David
6898,C007560,Live Chat,2025-12-17,Sarah
6899,C003105,Email Support,2025-12-02,Michael
6900,C002626,Phone Call,2024-06-18,Emma
6901,C008857,Product Enquiry,2024-03-05,Raj
6902,C008345,Technical Support,2024-04-27,Sophia
6903,C006388,Technical Support,2024-08-09,Michael
6904,C001966,Email Support,2025-01-29,Priya
6905,C004577,Product Enquiry,2024-06-22,Tom
6906,C001818,Complaint,2026-04-29,Charlotte
6907,C001121,Technical Support,2024-01-10,Tom
6908,C004208,In-Store Visit,2025-01-15,Aisha
6909,C000882,Complaint,2024-12-16,Charlotte
6910,C004941,In-Store Visit,2024-07-23,Michael
6911,C005908,Complaint,2024-05-24,Sophia
6912,C006510,Email Support,2024-08-11,Priya
6913,C002967,Live Chat,2025-02-23,Charlotte
6914,C001349,Complaint,2024-01-27,Liam
6915,C004450,In-Store Visit,2025-11-23,Charlotte
6916,C007774,Complaint,2025-08-06,Liam
6917,C000371,Live Chat,2024-10-10,Aisha
6918,C005786,Refund Request,2024-05-26,Emma
6919,C002139,Technical Support,2025-09-27,Sarah
6920,C007629,In-Store Visit,2024-02-07,Sophia
6921,C002195,In-Store Visit,2025-06-19,Daniel
6922,C005884,Refund Request,2024-06-22,Aisha
6923,C000608,Complaint,2024-06-13,Sarah
6924,C009421,Phone Call,2025-05-11,Fatima
6925,C008799,Phone Call,2024-09-22,Charlotte
6926,C007043,Product Enquiry,2025-03-19,Raj
6927,C009940,Product Enquiry,2025-01-31,Tom
6928,C009110,Product Enquiry,2026-03-08,Sophia
6929,C006903,Complaint,2024-11-28,Tom
6930,C006216,Email Support,2024-01-16,Grace
6931,C008611,In-Store Visit,2025-04-29,Tom
6932,C004241,Email Support,2026-03-05,Raj
6933,C003781,Technical Support,2024-05-17,Liam
6934,C001795,Email Support,2026-02-01,James
6935,C009294,Complaint,2024-05-13,Aisha
6936,C004928,Email Support,2024-03-19,Aisha
6937,C009360,Live Chat,2025-09-02,Liam
6938,C002095,Live Chat,2025-05-21,Emma
6939,C004565,In-Store Visit,2026-03-03,Aisha
6940,C004431,Technical Support,2024-03-01,Grace
6941,C002585,Phone Call,2024-12-13,Liam
6942,C008648,Product Enquiry,2025-05-09,James
6943,C007073,Complaint,2024-08-17,Raj
6944,C000160,Complaint,2024-04-12,Michael
6945,C003266,Technical Support,2024-08-18,Daniel
6946,C000239,Refund Request,2025-05-25,David
6947,C003411,Live Chat,2024-01-04,David
6948,C000338,Email Support,2026-05-02,Grace
6949,C006176,Live Chat,2025-03-29,Raj
6950,C006608,Technical Support,2025-01-06,Liam
6951,C001823,Email Support,2024-01-06,Grace
6952,C008538,Phone Call,2024-07-07,James
6953,C001952,Product Enquiry,2024-01-05,David
6954,C009497,Phone Call,2025-08-20,Liam
6955,C002495,Live Chat,2024-08-03,Sophia
6956,C008102,Live Chat,2025-12-10,Raj
6957,C009536,Technical Support,2024-03-10,Aisha
6958,C000146,Refund Request,2025-04-11,Grace
6959,C001347,Product Enquiry,2026-01-15,James
6960,C006366,Live Chat,2024-03-04,David
6961,C000378,In-Store Visit,2024-12-06,Emma
6962,C007120,Phone Call,2024-05-30,Raj
6963,C004003,Technical Support,2024-05-08,Fatima
6964,C001575,Phone Call,2025-05-09,Sarah
6965,C009899,Refund Request,2025-02-06,Priya
6966,C008213,Complaint,2025-04-25,Michael
6967,C000298,Live Chat,2025-02-07,Charlotte
6968,C000198,Phone Call,2025-07-17,Emma
6969,C005308,Live Chat,2025-03-07,Aisha
6970,C006736,Email Support,2025-11-24,Priya
6971,C006146,In-Store Visit,2025-03-16,Liam
6972,C004479,Product Enquiry,2025-11-01,Tom
6973,C002430,Email Support,2024-05-28,David
6974,C009020,Complaint,2025-02-18,Fatima
6975,C000263,Complaint,2026-04-17,Fatima
6976,C001501,Complaint,2024-08-02,Sophia
6977,C003646,Technical Support,2025-03-24,David
6978,C002446,Product Enquiry,2024-08-06,David
6979,C008698,Refund Request,2026-02-16,Fatima
6980,C001148,Technical Support,2025-02-11,Raj
6981,C005321,Complaint,2025-12-27,Emma
6982,C005874,Live Chat,2025-10-01,James
6983,C002618,Live Chat,2025-06-19,Tom
6984,C000286,Email Support,2025-04-02,Sarah
6985,C002613,Phone Call,2024-08-04,Grace
6986,C005440,Phone Call,2026-05-02,Sarah
6987,C006860,Phone Call,2024-10-01,Charlotte
6988,C005364,Refund Request,2024-01-28,James
6989,C006514,Phone Call,2024-02-19,David
6990,C007613,Complaint,2024-12-06,David
6991,C004334,Product Enquiry,2025-09-26,David
6992,C000882,Phone Call,2024-07-17,Grace
6993,C003970,Complaint,2025-12-12,Sarah
6994,C000486,Phone Call,2024-09-30,Emma
6995,C002084,Product Enquiry,2024-04-16,Priya
6996,C001468,Complaint,2024-02-15,Sophia
6997,C004334,Refund Request,2024-01-18,Tom
6998,C007036,Product Enquiry,2025-05-20,Emma
6999,C004237,In-Store Visit,2025-08-16,Raj
7000,C000754,In-Store Visit,2024-10-03,Fatima
7001,C002365,Technical Support,2025-10-12,Emma
7002,C004913,Product Enquiry,2024-02-09,Sarah
7003,C001444,Refund Request,2025-01-02,David
7004,C005996,Technical Support,2024-11-14,Raj
7005,C005065,Technical Support,2024-08-19,James
7006,C003849,Refund Request,2025-10-17,Sarah
7007,C008048,Product Enquiry,2026-04-10,Michael
7008,C002674,Refund Request,2024-06-06,Raj
7009,C002068,Technical Support,2024-10-11,Aisha
7010,C007423,Email Support,2026-03-02,Aisha
7011,C006854,Product Enquiry,2025-06-29,Fatima
7012,C006557,Complaint,2024-07-20,James
7013,C001255,Technical Support,2025-09-27,Daniel
7014,C008943,Technical Support,2026-03-04,Daniel
7015,C004417,In-Store Visit,2026-01-05,Tom
7016,C001320,Complaint,2024-04-03,Sophia
7017,C003403,Refund Request,2024-01-24,David
7018,C006764,Phone Call,2026-03-03,James
7019,C008202,Technical Support,2025-04-13,Michael
7020,C002058,Live Chat,2025-05-01,Daniel
7021,C004455,Live Chat,2025-04-22,David
7022,C005034,Product Enquiry,2025-08-10,Grace
7023,C002497,Phone Call,2024-08-22,Sarah
7024,C005510,Product Enquiry,2025-01-27,Liam
7025,C005838,Complaint,2025-07-08,James
7026,C009419,Complaint,2024-01-27,Aisha
7027,C004529,In-Store Visit,2024-05-16,Charlotte
7028,C002028,Phone Call,2026-02-04,Charlotte
7029,C003205,Phone Call,2026-04-05,Michael
7030,C007596,Live Chat,2024-01-04,Daniel
7031,C007030,Live Chat,2025-04-21,Emma
7032,C005528,In-Store Visit,2026-02-16,Daniel
7033,C008237,Complaint,2024-04-10,Grace
7034,C008468,In-Store Visit,2025-10-14,Grace
7035,C000381,Product Enquiry,2025-09-21,James
7036,C000300,Refund Request,2024-06-01,Daniel
7037,C001651,Email Support,2024-10-09,Sarah
