warehouse_id,product_id,stock_received,stock_dispatched,inventory_date
WH014,P01845,250,130,2024-05-15
WH008,P01810,16,8,2023-12-12
WH017,P00746,234,100,2022-10-10
WH010,P01921,241,92,2022-09-17
WH012,P01924,18,4,2023-05-31
WH015,P01414,496,287,2024-08-07
WH008,P00259,334,285,2022-01-08
WH018,P01280,438,224,2024-09-04
WH001,P01316,184,169,2024-03-04
WH014,P01558,420,161,2023-11-26
WH018,P01469,167,71,2024-02-02
WH018,P00643,185,127,2024-08-15
WH012,P00836,473,448,2024-10-29
WH003,P01125,495,194,2024-01-26
WH005,P00023,107,78,2023-04-22
WH020,P00304,334,330,2024-10-22
WH018,P02000,302,141,2024-05-23
WH006,P01318,204,114,2024-03-04
WH013,P00805,148,92,2024-02-11
WH019,P00561,19,4,2024-11-05
WH020,P01195,244,238,2022-10-17
WH014,P00188,91,16,2022-04-29
WH007,P01772,151,76,2024-05-30
WH013,P00195,344,95,2024-11-17
WH017,P00459,395,392,2022-08-04
WH002,P01710,33,9,2022-12-13
WH005,P00917,345,176,2022-12-08
WH014,P00589,108,75,2023-09-04
WH002,P00443,355,218,2022-12-05
WH001,P01218,494,235,2023-07-28
WH006,P00545,55,10,2022-06-11
WH016,P00736,345,75,2023-08-06
WH015,P01283,169,128,2022-02-20
WH012,P01361,244,185,2023-12-14
WH003,P01296,161,149,2024-09-26
WH010,P01456,450,399,2022-10-30
WH014,P00158,52,8,2024-09-10
WH010,P01332,268,209,2022-04-20
WH011,P01735,310,241,2022-04-18
WH004,P00344,296,273,2023-09-01
WH011,P00067,424,416,2023-12-07
WH017,P01989,163,30,2022-11-01
WH012,P01379,259,57,2022-05-11
WH003,P00893,121,77,2022-03-08
WH006,P00278,192,55,2023-07-02
WH008,P00317,356,103,2023-03-11
WH018,P00070,450,273,2023-12-20
WH007,P00810,285,213,2022-07-29
WH007,P00890,287,179,2022-12-05
WH005,P00736,341,178,2022-12-06
WH017,P01657,466,331,2023-03-28
WH018,P01766,74,30,2022-05-30
WH017,P00091,217,54,2022-07-08
WH019,P00804,179,18,2024-09-25
WH001,P01824,355,37,2023-07-22
WH009,P01945,374,7,2022-10-29
WH019,P00214,309,50,2023-11-11
WH005,P01454,150,99,2023-02-19
WH015,P01455,139,21,2024-04-23
WH010,P01217,93,32,2022-09-23
WH002,P01004,339,79,2024-04-17
WH009,P00107,22,14,2023-09-24
WH001,P01830,141,126,2023-08-09
WH003,P00250,401,170,2023-02-17
WH005,P00695,362,321,2022-12-16
WH020,P01293,194,66,2023-09-04
WH017,P00796,163,117,2024-02-07
WH017,P01652,448,123,2024-03-13
WH001,P00144,134,71,2024-03-19
WH017,P00298,8,6,2022-05-25
WH009,P00377,234,233,2024-12-22
WH015,P01318,103,27,2023-04-29
WH014,P01047,496,93,2023-09-13
WH001,P01086,172,110,2022-07-28
WH009,P00327,478,133,2023-08-27
WH010,P01374,439,191,2024-03-15
WH007,P00151,125,26,2022-02-13
WH001,P01419,387,224,2024-03-27
WH003,P01442,160,116,2023-03-26
WH003,P00881,181,34,2023-09-14
WH019,P01997,433,93,2024-08-19
WH010,P01288,136,55,2024-05-02
WH015,P00826,147,17,2023-11-09
WH010,P01656,366,350,2022-09-12
WH002,P01799,149,83,2023-03-13
WH012,P01837,255,224,2022-12-10
WH011,P01085,366,5,2024-04-10
WH009,P00216,323,307,2024-05-02
WH002,P00154,309,89,2023-12-27
WH019,P01778,72,57,2024-10-09
WH009,P01022,74,39,2022-05-27
WH004,P00072,386,199,2024-10-25
WH012,P00050,265,173,2022-01-11
WH002,P01868,332,23,2023-11-18
WH012,P00242,64,60,2024-05-28
WH018,P01991,351,285,2022-02-14
WH019,P01381,325,176,2023-07-24
WH004,P00211,278,112,2023-03-18
WH017,P00779,32,13,2022-06-24
WH008,P00635,159,136,2022-06-13
WH001,P01291,171,41,2022-10-29
WH017,P00175,297,238,2023-09-23
WH003,P00735,314,129,2023-12-23
WH012,P00605,471,205,2024-02-04
WH016,P01739,219,160,2024-05-16
WH018,P01364,8,4,2022-06-27
WH017,P01191,336,275,2024-10-21
WH004,P01840,141,130,2023-06-24
WH015,P01004,138,44,2024-08-04
WH001,P01668,69,24,2022-08-15
WH017,P01229,460,332,2022-12-06
WH019,P00908,93,14,2022-10-24
WH012,P00728,330,45,2024-03-18
WH004,P00880,377,302,2022-04-16
WH015,P01049,246,66,2023-04-01
WH011,P01936,151,90,2022-09-27
WH005,P01072,217,132,2022-02-28
WH016,P00409,271,245,2023-11-21
WH014,P00259,207,170,2022-02-07
WH012,P00639,290,40,2023-12-25
WH017,P01184,166,22,2023-01-28
WH004,P01634,394,269,2024-05-08
WH018,P01191,311,171,2024-06-05
WH011,P01845,426,93,2024-10-16
WH001,P00804,244,0,2024-09-14
WH015,P01819,96,62,2022-05-09
WH010,P01188,373,85,2024-04-19
WH007,P01391,400,323,2023-09-10
WH018,P00761,6,0,2024-08-21
WH019,P00447,57,27,2024-11-15
WH014,P00832,350,204,2024-01-03
WH011,P00567,460,29,2024-03-19
WH010,P00591,202,58,2024-07-04
WH012,P01820,459,435,2024-10-29
WH018,P00005,279,96,2023-07-04
WH011,P00890,432,230,2022-02-22
WH013,P00841,493,382,2022-03-13
WH006,P01323,180,33,2023-05-28
WH013,P01917,18,11,2024-07-19
WH014,P01843,165,36,2024-08-22
WH004,P01946,300,294,2022-04-10
WH007,P00913,444,1,2024-10-09
WH014,P00393,76,11,2023-06-27
WH001,P00723,148,140,2024-12-12
WH013,P00610,380,240,2023-10-15
WH018,P00716,334,117,2024-05-04
WH017,P01273,236,162,2022-05-16
WH014,P01896,137,117,2023-01-26
WH001,P01541,93,15,2024-06-05
WH017,P00828,255,182,2022-01-11
WH004,P00319,361,11,2023-02-20
WH004,P00154,319,313,2024-06-20
WH001,P00004,413,60,2022-10-02
WH003,P00353,422,95,2022-07-13
WH006,P01822,435,356,2023-09-12
WH014,P00917,498,134,2022-06-25
WH011,P01513,363,54,2023-04-30
WH017,P01717,235,204,2023-12-03
WH003,P01770,160,14,2024-08-05
WH015,P00382,98,15,2022-04-26
WH005,P01710,122,77,2022-03-09
WH015,P00420,341,112,2024-06-18
WH002,P01072,232,177,2022-11-20
WH018,P00915,245,145,2023-04-04
WH010,P00322,60,8,2024-10-13
WH017,P01656,12,9,2023-11-27
WH010,P01999,30,2,2024-01-06
WH014,P00644,171,75,2023-02-10
WH018,P01143,35,27,2023-03-22
WH003,P01456,252,70,2023-04-21
WH018,P00182,331,227,2022-02-25
WH019,P00979,279,31,2024-05-01
WH015,P00582,314,177,2022-06-12
WH007,P01397,228,0,2024-02-04
WH004,P00970,110,78,2022-05-17
WH002,P01705,198,152,2022-03-29
WH014,P00768,187,72,2022-07-23
WH011,P00972,492,270,2024-08-14
WH006,P01891,221,58,2023-04-21
WH003,P01289,499,446,2022-04-03
WH016,P01329,13,11,2022-03-29
WH018,P01405,426,425,2022-03-31
WH011,P01635,267,182,2022-05-27
WH005,P00787,247,194,2022-11-27
WH002,P00708,382,131,2022-05-11
WH017,P01318,351,26,2022-12-21
WH020,P00812,136,49,2023-02-18
WH004,P01117,338,33,2024-11-08
WH020,P01478,331,189,2024-06-01
WH001,P00041,301,167,2024-02-14
WH005,P01354,479,363,2023-12-05
WH020,P01476,416,78,2023-04-27
WH011,P01179,161,65,2024-04-23
WH017,P01926,250,237,2024-08-24
WH014,P00315,195,97,2022-04-29
WH011,P01998,389,159,2022-02-22
WH013,P00625,21,18,2024-12-04
WH006,P01150,224,49,2023-05-22
WH011,P00051,445,183,2024-11-17
WH009,P00450,447,86,2023-12-20
WH004,P00359,429,223,2024-06-30
WH009,P01681,307,172,2023-07-09
WH013,P01891,467,100,2024-09-16
WH005,P00073,112,65,2023-01-25
WH019,P01690,215,33,2022-05-28
WH017,P01230,237,91,2022-09-13
WH014,P01141,118,10,2023-07-10
WH012,P00492,342,134,2024-09-22
WH013,P00351,389,363,2022-10-14
WH018,P01966,476,319,2022-11-06
WH005,P00518,213,184,2023-08-26
WH011,P01068,494,125,2022-03-29
WH003,P00813,27,2,2024-08-31
WH001,P01098,87,32,2023-04-26
WH007,P00503,357,163,2023-07-05
WH003,P01467,417,97,2022-11-04
WH003,P01578,228,25,2024-09-27
WH015,P00224,2,0,2023-09-14
WH009,P00247,424,11,2022-01-25
WH017,P00634,120,3,2022-07-19
WH017,P00876,32,19,2022-12-07
WH006,P00252,62,28,2022-03-10
WH013,P01079,76,19,2023-08-11
WH006,P00121,257,254,2024-08-29
WH018,P01286,400,129,2022-05-27
WH016,P00347,153,130,2023-02-12
WH011,P00048,387,103,2023-08-08
WH020,P00355,419,39,2024-07-30
WH012,P01046,229,59,2022-09-17
WH011,P00829,446,135,2024-01-07
WH006,P00150,151,68,2022-01-17
WH013,P00581,114,77,2024-11-22
WH003,P00513,339,3,2024-05-10
WH020,P01152,500,74,2024-12-21
WH018,P01130,2,1,2024-07-15
WH011,P00148,207,100,2022-10-28
WH017,P00382,319,283,2023-10-10
WH001,P00986,178,148,2024-03-30
WH008,P01870,79,27,2022-03-01
WH010,P01748,465,170,2023-12-23
WH003,P00766,201,74,2024-09-22
WH003,P00808,451,416,2022-09-29
WH018,P00570,238,147,2024-03-12
WH007,P01543,88,79,2022-11-14
WH005,P01608,397,292,2023-05-16
WH008,P01500,496,61,2024-04-09
WH011,P00273,158,69,2022-10-15
WH004,P01140,98,32,2023-03-06
WH013,P01183,205,155,2024-06-15
WH003,P01230,421,414,2024-04-09
WH002,P01021,340,83,2024-08-09
WH004,P01180,355,287,2022-09-04
WH007,P01739,140,87,2023-01-01
WH014,P01451,296,75,2024-11-04
WH003,P00584,377,243,2023-09-15
WH001,P00653,139,81,2022-08-06
WH017,P00798,414,191,2023-09-24
WH015,P01045,292,257,2023-07-11
WH004,P01725,7,6,2023-12-25
WH019,P01944,210,52,2024-04-03
WH003,P01556,475,340,2022-03-09
WH010,P00358,375,4,2023-06-23
WH002,P00445,220,163,2022-07-21
WH004,P01399,193,181,2023-01-06
WH002,P01910,249,35,2024-02-26
WH008,P00765,134,119,2022-03-16
WH011,P01267,217,65,2022-07-30
WH001,P01208,302,272,2023-03-18
WH020,P01746,33,33,2022-04-19
WH015,P00891,299,71,2024-11-18
WH006,P00560,75,50,2023-11-09
WH002,P01276,31,10,2024-02-02
WH004,P01617,292,95,2022-09-13
WH005,P01033,112,106,2022-03-31
WH009,P01001,253,60,2022-10-28
WH004,P01313,141,9,2022-02-21
WH002,P00257,432,50,2024-04-09
WH020,P00451,419,153,2024-10-16
WH016,P00397,345,342,2022-10-29
WH020,P01566,348,15,2022-07-14
WH010,P00372,396,392,2023-02-10
WH020,P01884,47,10,2024-05-16
WH005,P00813,8,3,2022-02-27
WH020,P00543,330,71,2022-08-24
WH019,P00486,497,300,2022-03-25
WH002,P00942,488,171,2023-08-14
WH008,P00447,122,116,2023-05-23
WH009,P00914,327,286,2022-12-17
WH010,P00009,73,29,2022-03-27
WH008,P01965,117,31,2024-02-24
WH008,P00018,66,33,2022-09-26
WH019,P01971,323,90,2023-05-02
WH014,P01102,341,309,2023-06-22
WH012,P00085,401,275,2022-04-22
WH015,P01816,66,10,2023-10-17
WH005,P01974,44,32,2022-03-19
WH011,P01664,33,1,2022-04-26
WH010,P01802,438,431,2022-07-12
WH004,P00042,381,123,2024-09-22
WH010,P01708,62,2,2024-05-31
WH001,P01771,200,195,2024-10-09
WH014,P01673,226,84,2024-07-23
WH005,P00074,314,150,2022-05-26
WH011,P01855,126,16,2023-09-28
WH018,P00396,218,41,2023-04-07
WH015,P00409,131,129,2024-11-20
WH006,P00638,63,7,2022-10-29
WH004,P01508,0,0,2023-08-18
WH010,P01097,375,365,2023-07-31
WH008,P01654,422,53,2024-09-05
WH013,P00365,16,6,2023-02-25
WH006,P01651,263,155,2022-11-14
WH002,P00444,458,1,2023-12-13
WH020,P01059,338,255,2022-01-06
WH010,P00459,210,62,2022-12-01
WH020,P01224,480,176,2022-06-03
WH017,P01282,127,101,2023-08-21
WH001,P00973,281,128,2023-03-01
WH004,P01809,192,112,2023-03-08
WH004,P01501,494,82,2023-06-02
WH007,P01001,469,147,2024-01-16
WH002,P00795,434,211,2022-12-06
WH005,P01487,439,123,2024-04-15
WH009,P01721,372,248,2022-12-20
WH010,P00210,370,155,2024-07-04
WH001,P00100,392,91,2022-05-31
WH005,P00820,160,133,2022-07-13
WH008,P01314,478,448,2023-07-28
WH007,P01531,232,226,2022-12-01
WH016,P01334,111,4,2024-04-18
WH010,P01489,26,0,2022-08-27
WH010,P00511,86,73,2024-04-09
WH011,P00880,78,65,2023-04-11
WH020,P00346,45,26,2022-01-29
WH001,P00919,277,14,2023-12-27
WH015,P00953,305,77,2024-05-27
WH020,P01066,113,64,2023-07-19
WH006,P00642,358,142,2022-04-21
WH013,P01671,35,16,2022-04-07
WH004,P01470,353,143,2023-01-29
WH018,P01640,359,254,2024-01-20
WH004,P00032,114,91,2023-08-17
WH014,P01477,238,5,2023-10-05
WH015,P01784,67,44,2024-04-08
WH004,P00429,348,120,2022-02-16
WH016,P01456,469,153,2022-05-25
WH006,P01560,133,132,2023-06-26
WH010,P00749,255,190,2024-07-12
WH007,P00355,406,83,2024-11-04
WH017,P00636,323,61,2023-11-13
WH005,P01620,167,127,2024-02-24
WH002,P01612,441,435,2024-09-25
WH004,P01200,413,11,2024-10-09
WH010,P01389,215,180,2023-01-15
WH013,P01242,264,0,2022-09-09
WH013,P00419,26,8,2024-06-22
WH004,P00237,182,79,2024-07-29
WH007,P00987,140,10,2022-05-18
WH014,P01915,295,0,2022-06-04
WH013,P01963,117,11,2023-01-21
WH010,P01269,376,286,2022-08-31
WH003,P00537,320,15,2024-02-22
WH001,P00989,491,354,2023-08-28
WH006,P01391,189,130,2022-04-06
WH001,P00436,13,10,2022-07-02
WH014,P01748,348,2,2024-10-09
WH001,P00936,110,70,2024-02-06
WH016,P01527,304,198,2022-12-01
WH018,P01983,169,102,2024-09-14
WH009,P00393,216,7,2024-11-30
WH002,P00948,179,165,2024-07-17
WH008,P01705,428,156,2024-07-26
WH010,P01021,498,77,2022-08-10
WH009,P00196,317,210,2024-12-28
WH005,P00921,33,26,2023-12-06
WH009,P01778,136,52,2022-06-26
WH005,P01493,294,91,2024-10-20
WH007,P00434,80,73,2022-09-24
WH001,P00377,455,434,2024-02-03
WH012,P01419,189,15,2024-05-27
WH015,P00764,391,364,2024-06-27
WH008,P00131,299,130,2022-10-19
WH010,P01237,340,327,2022-02-23
WH014,P01760,181,93,2023-11-09
WH014,P01048,157,125,2023-12-08
WH001,P01182,336,328,2024-09-20
WH003,P01737,238,133,2023-08-24
WH017,P00049,439,69,2022-06-10
WH006,P01904,77,71,2024-01-30
WH011,P01071,82,5,2022-04-19
WH001,P01297,414,220,2024-07-26
WH004,P00827,234,39,2022-02-08
WH007,P00942,274,152,2023-03-22
WH001,P00638,246,117,2023-07-31
WH003,P00584,153,85,2024-03-26
WH013,P00385,350,5,2022-08-13
WH012,P01935,166,123,2023-07-28
WH004,P01081,302,10,2022-01-16
WH007,P00327,256,232,2023-11-11
WH004,P01898,474,83,2023-10-22
WH013,P00425,179,82,2024-11-11
WH020,P01470,189,147,2024-07-23
WH020,P00343,257,202,2023-04-02
WH006,P01481,130,124,2023-07-09
WH009,P01842,209,70,2023-11-21
WH015,P01496,105,12,2024-03-20
WH012,P00004,137,6,2023-03-14
WH010,P01843,85,25,2024-08-16
WH016,P00920,327,164,2022-01-25
WH020,P01464,15,6,2023-01-16
WH012,P01090,127,1,2022-06-04
WH009,P01041,467,272,2022-09-17
WH002,P00140,6,0,2022-09-11
WH013,P00549,43,34,2024-01-13
WH005,P00828,491,65,2024-02-22
WH006,P00721,254,254,2024-04-03
WH002,P00070,271,71,2023-01-29
WH006,P01652,494,264,2024-08-02
WH001,P01239,83,70,2024-12-11
WH008,P01359,221,139,2023-10-24
WH018,P00020,458,364,2023-04-09
WH001,P00625,467,268,2022-06-22
WH005,P01162,45,35,2024-06-21
WH006,P00203,26,1,2023-12-16
WH006,P00746,173,132,2022-07-31
WH001,P01988,360,288,2024-02-06
WH001,P01275,85,26,2023-11-19
WH009,P00071,494,418,2024-02-17
WH010,P00116,476,52,2022-11-06
WH001,P00642,351,305,2022-06-23
WH001,P01962,116,70,2023-05-13
WH003,P01686,144,112,2024-03-25
WH020,P00830,90,67,2023-09-05
WH004,P01281,124,15,2023-08-03
WH015,P00362,488,103,2023-06-22
WH013,P01119,470,108,2023-08-28
WH007,P00018,442,118,2022-05-03
WH002,P01104,6,6,2024-07-27
WH003,P00125,77,68,2022-03-30
WH001,P00146,350,21,2022-12-02
WH015,P01489,313,176,2022-02-05
WH016,P01464,162,119,2022-01-13
WH010,P01524,101,72,2023-10-25
WH003,P01139,69,66,2022-09-02
WH012,P00264,222,113,2024-03-29
WH015,P01334,203,82,2023-06-20
WH013,P01683,456,232,2024-04-11
WH012,P00125,142,9,2023-10-09
WH012,P01183,254,215,2022-08-02
WH007,P01370,313,94,2023-01-12
WH019,P01549,174,130,2022-11-26
WH002,P00889,188,2,2022-01-02
WH006,P00105,104,49,2024-12-02
WH015,P00068,275,95,2024-07-27
WH008,P00664,495,76,2024-08-05
WH020,P00803,325,55,2022-03-12
WH012,P00668,277,165,2023-02-19
WH020,P01112,144,105,2023-05-20
WH014,P01008,456,224,2023-01-01
WH015,P00200,50,1,2022-06-10
WH004,P00096,316,21,2024-01-19
WH014,P00890,135,33,2024-10-01
WH008,P01391,71,69,2022-07-23
WH020,P00549,179,177,2022-06-20
WH014,P01816,102,39,2023-11-28
WH018,P01029,469,319,2023-12-29
WH018,P00197,496,105,2023-02-22
WH002,P00415,236,203,2023-07-24
WH007,P00154,65,57,2024-08-25
WH001,P00518,312,8,2024-09-17
WH016,P00049,217,140,2024-06-22
WH020,P00100,63,25,2024-01-05
WH015,P01341,308,174,2022-02-28
WH001,P00711,315,204,2022-01-06
WH006,P00160,492,101,2023-04-08
WH006,P01375,408,306,2024-09-01
WH011,P00452,213,71,2023-04-04
WH008,P00513,453,431,2022-12-09
WH014,P01386,329,225,2024-10-10
WH011,P01871,289,208,2022-11-25
WH020,P01347,100,99,2024-04-01
WH018,P00501,105,66,2022-08-21
WH007,P01784,37,26,2023-07-21
WH018,P00780,466,234,2022-05-14
WH020,P00379,454,95,2023-09-09
WH017,P01846,286,60,2024-05-05
WH012,P00236,29,22,2023-01-24
WH017,P00375,145,66,2024-06-03
WH006,P01633,229,70,2024-05-16
WH004,P01002,251,141,2023-06-07
WH014,P00491,179,66,2024-04-25
WH009,P01636,240,17,2024-02-24
WH004,P01511,231,80,2023-05-27
WH020,P00746,90,23,2024-10-28
WH019,P01012,107,15,2023-02-06
WH019,P00722,327,41,2024-09-09
WH014,P01510,288,16,2024-10-23
WH018,P01032,350,97,2022-12-29
WH010,P00021,405,8,2023-07-18
WH017,P01423,153,50,2022-04-29
WH002,P00293,451,360,2023-04-29
WH007,P01182,429,162,2024-09-22
WH008,P01368,271,252,2023-02-18
WH014,P00709,493,356,2024-01-23
WH015,P01786,499,183,2024-05-04
WH002,P01358,60,51,2022-06-29
WH012,P00587,36,28,2024-01-08
WH001,P01450,454,216,2023-09-07
WH006,P01373,132,51,2022-12-29
WH002,P01080,339,337,2023-10-15
WH019,P00696,409,78,2024-07-10
WH010,P00260,178,176,2022-01-18
WH019,P00629,33,19,2022-04-24
WH013,P01926,474,163,2023-08-08
WH007,P01973,291,207,2023-01-17
WH016,P01013,322,270,2022-05-21
WH015,P00691,101,52,2024-10-10
WH009,P01192,333,292,2022-03-27
WH001,P00603,21,6,2023-05-23
WH018,P00404,34,17,2022-09-29
WH006,P01357,415,18,2023-11-17
WH009,P00161,23,2,2023-06-04
WH009,P00883,393,313,2023-02-07
WH018,P01531,388,142,2022-09-02
WH020,P00343,302,98,2023-04-18
WH004,P00763,180,102,2023-09-25
WH001,P00865,483,94,2024-12-29
WH018,P00427,223,38,2023-12-04
WH013,P01026,386,320,2023-10-27
WH012,P00405,221,173,2024-12-20
WH010,P01235,28,20,2022-07-25
WH006,P00743,467,197,2024-06-29
WH005,P00491,371,78,2024-09-04
WH011,P00216,312,53,2024-09-14
WH008,P00007,487,184,2023-09-28
WH019,P01637,132,104,2022-08-17
WH005,P01043,70,33,2022-03-28
WH011,P00032,233,212,2022-08-24
WH013,P00661,159,85,2024-08-01
WH011,P01969,440,289,2024-08-05
WH005,P00311,456,443,2022-03-01
WH019,P00514,104,92,2023-09-29
WH001,P01089,140,5,2023-03-05
WH011,P00094,137,42,2022-10-13
WH014,P01788,43,2,2022-05-27
WH008,P00891,17,2,2023-07-25
WH007,P00934,98,63,2024-09-07
WH020,P00499,5,5,2024-08-09
WH002,P01955,500,318,2024-11-06
WH007,P00997,207,5,2022-09-26
WH010,P00128,57,31,2022-12-13
WH020,P00828,399,353,2024-11-05
WH017,P01927,414,193,2022-12-21
WH017,P01508,341,275,2022-07-20
WH003,P01250,197,90,2024-08-08
WH016,P00389,379,102,2023-09-23
WH010,P00927,274,13,2023-09-03
WH015,P00324,214,89,2022-06-03
WH013,P00482,219,21,2022-04-17
WH009,P01413,110,57,2022-11-01
WH001,P01681,24,4,2023-01-22
WH017,P00524,448,95,2022-08-26
WH020,P00036,214,77,2022-04-26
WH001,P01649,270,56,2024-01-30
WH015,P00597,370,64,2023-12-23
WH015,P01562,495,311,2022-01-07
WH007,P01845,476,386,2023-10-17
WH009,P01230,359,288,2022-06-13
WH020,P01997,171,81,2022-05-20
WH006,P00602,494,183,2024-06-09
WH011,P01644,110,97,2022-08-06
WH007,P00260,300,186,2023-06-29
WH012,P00057,62,0,2022-08-10
WH001,P00633,466,148,2023-09-29
WH017,P00653,442,428,2023-09-13
WH001,P01509,383,179,2023-05-24
WH010,P01172,197,183,2023-04-29
WH003,P00959,404,99,2023-06-02
WH015,P01484,384,154,2023-07-13
WH006,P01360,298,293,2023-12-16
WH011,P01108,193,22,2022-03-11
WH011,P01192,391,234,2022-08-27
WH018,P00619,318,141,2023-12-23
WH006,P00420,68,63,2022-12-16
WH008,P00957,499,452,2024-04-05
WH006,P00745,221,22,2023-10-12
WH013,P00973,79,9,2023-04-01
WH017,P01915,118,98,2022-04-24
WH006,P01994,213,78,2023-01-21
WH004,P01279,133,122,2023-12-07
WH007,P00844,351,232,2022-01-09
WH015,P00742,34,7,2022-11-02
WH016,P01121,72,59,2024-05-16
WH013,P01971,192,108,2022-04-19
WH014,P01228,63,46,2022-05-12
WH006,P00914,142,25,2023-05-28
WH009,P01568,332,285,2022-10-09
WH016,P01482,291,180,2022-01-14
WH001,P00264,136,70,2022-07-21
WH009,P01392,342,294,2022-09-07
WH014,P01233,46,37,2024-03-28
WH010,P00705,209,14,2023-04-14
WH002,P01129,4,0,2022-01-22
WH010,P00443,189,130,2024-04-04
WH001,P01093,30,11,2023-01-22
WH016,P00828,392,264,2022-08-23
WH018,P00939,95,71,2022-02-25
WH001,P00460,42,17,2022-12-06
WH016,P01159,462,219,2022-01-19
WH016,P00462,475,454,2024-03-12
WH005,P00762,225,99,2022-09-27
WH012,P01136,87,49,2023-04-18
WH013,P00056,123,87,2023-10-31
WH016,P01171,54,29,2024-11-29
WH017,P01445,329,59,2022-05-06
WH019,P00151,253,138,2022-06-21
WH005,P01633,209,204,2022-11-25
WH003,P01744,236,76,2022-11-04
WH018,P01627,270,142,2024-04-29
WH011,P01490,169,84,2023-07-09
WH014,P00457,258,146,2022-05-20
WH010,P01739,313,227,2022-04-30
WH009,P01598,309,299,2023-04-26
WH003,P01970,496,313,2023-06-01
WH018,P01870,354,117,2023-06-10
WH012,P01928,444,119,2023-08-07
WH013,P01196,379,362,2022-01-08
WH010,P01625,67,50,2024-07-27
WH004,P01854,28,1,2022-02-06
WH019,P01347,203,91,2023-01-12
WH005,P00941,273,25,2022-11-10
WH019,P00089,258,111,2022-09-04
WH020,P00456,364,272,2022-02-01
WH012,P00893,465,395,2022-05-08
WH015,P01899,415,51,2023-01-14
WH002,P00264,283,279,2023-02-03
WH003,P00713,449,152,2022-09-08
WH020,P00067,221,198,2024-08-20
WH020,P01565,425,347,2023-02-11
WH004,P01945,448,93,2022-11-06
WH017,P01832,327,12,2024-06-26
WH012,P00260,212,43,2022-02-05
WH005,P00966,83,83,2024-03-23
WH003,P00269,324,77,2024-06-10
WH003,P01593,349,325,2024-11-04
WH013,P01948,414,145,2024-06-07
WH006,P00387,383,125,2023-05-21
WH010,P00621,486,364,2022-06-29
WH013,P00831,56,47,2024-07-13
WH007,P00451,148,145,2022-05-17
WH019,P01821,84,35,2022-10-02
WH018,P01684,367,209,2023-06-11
WH013,P00643,131,121,2024-01-16
WH017,P00091,385,255,2024-07-08
WH005,P01292,373,8,2023-01-31
WH001,P00390,249,81,2024-07-20
WH005,P00177,382,112,2024-01-21
WH020,P00148,191,77,2023-09-24
WH017,P01185,309,281,2023-05-13
WH008,P00891,404,347,2024-01-12
WH005,P00486,7,1,2022-11-27
WH013,P00940,407,4,2023-12-13
WH016,P00610,460,297,2023-05-23
WH004,P01207,119,92,2023-01-04
WH006,P01298,404,332,2023-10-08
WH020,P01421,430,93,2024-09-12
WH013,P01546,414,163,2023-10-29
WH012,P00395,168,25,2022-11-30
WH007,P00806,108,17,2023-06-03
WH001,P00344,354,300,2023-07-14
WH005,P00056,307,9,2023-07-06
WH006,P01047,189,3,2023-02-19
WH009,P01754,183,104,2024-04-01
WH016,P01124,271,108,2023-09-15
WH007,P00276,91,25,2023-10-06
WH005,P00588,196,155,2024-10-07
WH004,P00630,463,7,2022-10-18
WH003,P01593,228,117,2023-04-03
WH012,P01454,402,283,2023-09-29
WH019,P01370,456,369,2024-11-01
WH020,P01179,390,188,2024-12-07
WH006,P01306,139,2,2022-06-17
WH015,P00700,153,77,2023-08-11
WH008,P00396,151,148,2022-12-27
WH016,P00928,378,219,2023-11-19
WH019,P00918,379,135,2022-09-26
WH017,P00825,53,11,2023-10-25
WH015,P00654,92,65,2022-07-12
WH020,P00018,201,188,2022-12-11
WH018,P01257,410,258,2023-01-13
WH005,P00813,219,192,2022-08-23
WH017,P01623,380,235,2023-05-09
WH002,P00945,295,53,2023-07-18
WH006,P01084,368,355,2024-03-30
WH011,P00566,87,9,2022-12-07
WH017,P00592,228,165,2022-09-09
WH001,P00861,458,73,2022-02-16
WH017,P00971,264,76,2023-08-27
WH013,P01826,368,208,2022-02-22
WH003,P00438,451,326,2023-07-26
WH003,P01868,310,276,2023-09-08
WH014,P01895,439,184,2022-01-02
WH017,P01190,267,183,2024-01-20
WH004,P00947,449,267,2023-04-20
WH015,P01543,303,124,2023-06-08
WH015,P00637,338,223,2022-11-06
WH016,P01416,203,97,2023-06-20
WH014,P00097,458,215,2022-10-17
WH013,P01530,490,324,2022-05-28
WH017,P01001,258,45,2024-07-18
WH013,P00286,295,294,2022-04-30
WH010,P00005,159,123,2024-01-26
WH018,P00732,379,271,2024-01-04
WH006,P01896,284,221,2024-08-29
WH020,P01503,276,219,2023-06-12
WH004,P00708,93,46,2023-06-22
WH017,P00698,146,9,2023-07-04
WH020,P00265,426,369,2024-08-20
WH019,P01915,73,2,2024-05-25
WH016,P00163,343,332,2022-10-12
WH018,P00315,42,36,2024-03-28
WH004,P01703,420,138,2023-09-25
WH004,P00751,278,116,2024-10-11
WH006,P01719,56,15,2024-01-02
WH013,P01175,468,342,2023-08-02
WH003,P00479,45,12,2022-09-19
WH010,P00496,278,251,2023-04-13
WH003,P01466,51,50,2022-07-29
WH012,P00587,189,54,2023-01-05
WH009,P00119,26,25,2022-04-25
WH006,P01705,85,76,2024-11-15
WH017,P00837,212,211,2024-01-28
WH001,P01475,236,91,2024-03-09
WH010,P00420,108,79,2022-08-17
WH013,P00769,224,135,2023-10-08
